07:58:19.253,9222917,1_773_727_100_623
07:58:54.693,9222917,1_773_725_751_899
07:59:29.280,9222917,1_773_724_392_267
08:00:03.935,9222917,1_773_723_043_543
08:00:38.423,9222917,1_773_721_694_819
08:01:14.093,9222917,1_773_720_345_004
08:01:48.973,9222917,1_773_718_985_372
08:02:23.966,9222917,1_773_717_636_648
08:02:58.918,9222917,1_773_716_287_924
08:03:35.258,9222917,1_773_714_928_292
